time,latitude,longitude,depth,mag,id,place
2000-08-06T07:27:12.900Z,28.856,139.556,394.8,7.4,usp0009xzy,"Bonin Islands, Japan region"
2000-06-18T14:44:13.310Z,-13.802,97.453,10,7.9,usp0009ut0,South Indian Ocean
2000-06-04T16:28:26.170Z,-4.721,102.087,33,7.9,usp0009txv,"southern Sumatra, Indonesia"
2000-05-12T18:43:18.120Z,-23.548,-66.452,225,7.2,usp0009suu,"Jujuy, Argentina"
2000-05-04T04:21:16.210Z,-1.105,123.573,26,7.6,usp0009sbh,"Sulawesi, Indonesia"
2000-04-23T09:27:23.320Z,-28.307,-62.99,608.5,7,usp0009rrc,"Santiago Del Estero, Argentina"
2000-03-28T11:00:22.510Z,22.338,143.73,126.5,7.6,usp0009qb4,"Volcano Islands, Japan region"
2000-02-25T01:43:58.640Z,-19.528,173.818,33,7.1,usp0009nxg,Vanuatu region
2000-01-08T16:47:20.580Z,-16.925,-174.248,183.4,7.2,usp0009kx3,Tonga
1999-12-11T18:03:36.450Z,15.766,119.74,33,7.3,usp0009jr8,"Luzon, Philippines"
1999-12-06T23:12:33.920Z,57.413,-154.489,66,7,usp0009jj1,"Kodiak Island region, Alaska"
1999-11-26T13:21:15.570Z,-16.423,168.214,33,7.5,usp0009j4n,Vanuatu
1999-11-19T13:56:46.450Z,-6.351,148.763,33,7,usp0009huj,"New Britain region, Papua New Guinea"
1999-11-15T05:42:43.220Z,-1.339,88.976,10,7,usp0009hnt,South Indian Ocean
1999-11-12T16:57:19.550Z,40.758,31.161,10,7.2,usp0009hev,western Turkey
1999-10-16T09:46:44.460Z,34.6033333,-116.265,13.73,7.1,ci9108652,"16km SW of Ludlow, CA"
1999-09-30T16:31:15.690Z,16.059,-96.931,60.6,7.5,usp0009f7v,"Oaxaca, Mexico"
1999-09-20T17:47:18.490Z,23.772,120.982,33,7.7,usp0009eq0,Taiwan
1999-08-17T00:01:39.130Z,40.748,29.864,17,7.6,usp0009d4z,western Turkey
1999-06-15T20:42:05.930Z,18.386,-97.436,70,7,usp00099y6,"Puebla, Mexico"
1999-05-16T00:51:20.460Z,-4.751,152.486,73.7,7.1,usp000982a,"New Britain region, Papua New Guinea"
1999-05-10T20:33:02.090Z,-5.159,150.88,138,7.1,usp00097rj,"New Britain region, Papua New Guinea"
1999-04-08T13:10:34.080Z,43.607,130.35,565.7,7.1,usp00095z9,"Jilin-Heilongjiang border region, China"
1999-04-05T11:08:04.000Z,-5.591,149.568,150,7.4,usp00095u8,"New Britain region, Papua New Guinea"
1999-03-04T08:52:01.900Z,5.397,121.937,33,7.1,usp00093u0,"Sulu Archipelago, Philippines"
1999-02-06T21:47:59.470Z,-12.853,166.697,90.1,7.3,usp00092cr,Santa Cruz Islands
1999-01-19T03:35:33.840Z,-4.596,153.235,114.1,7,usp00091ag,"New Ireland region, Papua New Guinea"
1998-11-29T14:10:31.960Z,-2.071,124.891,33,7.7,usp0008yx2,Banda Sea
1998-11-09T05:38:44.220Z,-6.92,128.946,33,7,usp0008xw8,Banda Sea
1998-08-20T06:40:55.820Z,28.932,139.329,440.5,7.1,usp0008tje,"Bonin Islands, Japan region"
1998-08-04T18:59:20.100Z,-0.593,-80.393,33,7.2,usp0008ssb,near the coast of Ecuador
1998-07-17T08:49:13.280Z,-2.961,141.926,10,7,usp0008rpa,"near the north coast of New Guinea, Papua New Guinea"
1998-07-16T11:56:36.420Z,-11.04,166.16,110.2,7,usp0008rm2,Santa Cruz Islands
1998-05-03T23:30:21.910Z,22.306,125.308,33,7.5,usp0008mdk,southeast of Taiwan
1998-04-01T17:56:23.360Z,-0.544,99.261,55.7,7,usp0008jd7,"southern Sumatra, Indonesia"
1998-03-29T19:48:16.210Z,-17.552,-179.092,537.2,7.2,usp0008j7s,Fiji region
1998-03-25T03:12:25.070Z,-62.877,149.527,10,8.1,usp0008hzd,Balleny Islands region
1998-01-30T12:16:08.690Z,-23.913,-70.207,42,7.1,usp0008f7c,"Antofagasta, Chile"
1998-01-04T06:11:58.970Z,-22.301,170.911,100.6,7.5,usp0008dqq,southeast of the Loyalty Islands
1997-12-22T02:05:50.080Z,-5.495,147.867,179.3,7.2,usp0008d0r,"eastern New Guinea region, Papua New Guinea"
1997-12-05T11:26:54.690Z,54.841,162.035,33,7.8,usp0008btk,"near the east coast of the Kamchatka Peninsula, Russia"
1997-11-25T12:14:33.630Z,1.241,122.536,24,7,usp0008baj,"Minahasa, Sulawesi, Indonesia"
1997-11-15T18:59:24.300Z,-15.145,167.375,123.1,7,usp0008aqx,Vanuatu
1997-11-08T10:02:52.610Z,35.069,87.325,33,7.5,usp0008a97,western Xizang
1997-10-28T06:15:17.330Z,-4.368,-76.681,112,7.2,usp00089q2,northern Peru
1997-10-15T01:03:33.460Z,-30.933,-71.22,58,7.1,usp000892b,"Coquimbo, Chile"
1997-10-14T09:53:18.150Z,-22.101,-176.772,167.3,7.8,usp000890q,south of the Fiji Islands
1997-09-20T16:11:32.150Z,-28.683,-177.624,30,7,usp00087s6,Kermadec Islands region
1997-07-09T19:24:13.170Z,10.598,-63.486,19.9,7,usp00084m2,"Sucre, Venezuela"
1997-05-25T23:22:33.190Z,-32.115,179.791,332.7,7.1,usp00082uf,south of the Kermadec Islands
1997-05-10T07:57:29.720Z,33.825,59.809,10,7.3,usp000820p,eastern Iran
1997-04-21T12:02:26.430Z,-12.584,166.676,33,7.7,usp00080wt,Santa Cruz Islands
1997-02-27T21:08:02.360Z,29.976,68.208,33,7.1,usp0007xx2,Pakistan
1997-01-23T02:15:22.970Z,-21.999,-65.719,276.2,7.1,usp0007w7v,"Potosi, Bolivia"
1997-01-11T20:28:26.020Z,18.219,-102.756,33,7.2,usp0007vrx,"Michoacan, Mexico"
1996-11-12T16:59:44.030Z,-14.993,-75.675,33,7.7,usp0007swp,near the coast of central Peru
1996-08-05T22:38:22.090Z,-20.69,-178.31,550.2,7.4,usp0007n5m,Fiji region
1996-07-22T14:19:35.770Z,1,120.45,33,7,usp0007me1,"Minahasa, Sulawesi, Indonesia"
1996-06-17T11:22:18.540Z,-7.137,122.589,587.3,7.9,usp0007jw8,Flores Sea
1996-06-11T18:22:55.730Z,12.614,125.154,33,7.1,usp0007jkw,"Samar, Philippines"
1996-06-10T15:24:56.000Z,51.478,-176.847,26.3,7.3,usp0007jfz,"Andreanof Islands, Aleutian Islands, Alaska"
1996-06-10T04:03:35.480Z,51.564,-177.632,33,7.9,usp0007jcu,"Andreanof Islands, Aleutian Islands, Alaska"
1996-06-02T02:52:09.550Z,10.797,-42.254,10,7,usp0007j1e,northern Mid-Atlantic Ridge
1996-04-29T14:40:41.090Z,-6.518,154.999,44,7.2,usp0007gqq,"Bougainville region, Papua New Guinea"
1996-04-16T00:30:54.670Z,-24.061,-177.036,110.9,7.2,usp0007g84,south of the Fiji Islands
1996-02-25T03:08:15.870Z,15.978,-98.07,21.1,7.1,usp0007dv6,"offshore Oaxaca, Mexico"
1996-02-21T12:51:01.300Z,-9.593,-79.587,10,7.5,usp0007dmb,off the coast of northern Peru
1996-02-17T05:59:30.550Z,-0.891,136.952,33,8.2,usp0007d1w,"Biak region, Indonesia"
1996-02-07T21:36:46.300Z,45.324,149.892,42.6,7.2,usp0007chh,Kuril Islands
1996-01-01T08:05:10.830Z,0.729,119.931,24,7.9,usp00079zv,"Minahasa, Sulawesi, Indonesia"
1995-12-25T04:43:24.460Z,-6.903,129.151,141.9,7.1,usp00079k5,Banda Sea
1995-12-03T18:01:08.990Z,44.663,149.3,33,7.9,usp000782n,Kuril Islands
1995-11-22T04:15:11.940Z,28.826,34.799,10,7.2,usp0007788,Egypt
1995-10-21T02:38:57.120Z,16.84,-93.469,159.3,7.2,usp00075gf,"Chiapas, Mexico"
1995-10-18T10:37:26.380Z,27.929,130.175,28.4,7.1,usp00075bd,"Ryukyu Islands, Japan"
1995-10-09T15:35:53.910Z,19.055,-104.205,33,8,usp00074vc,"Colima, Mexico"
1995-10-03T01:51:23.900Z,-2.75,-77.881,24.4,7,usp00074c4,Peru-Ecuador border region
1995-09-14T14:04:31.430Z,16.779,-98.597,23,7.4,usp00073c5,"Guerrero, Mexico"
1995-08-23T07:06:02.760Z,18.856,145.218,594.9,7.1,usp00072a1,"Pagan region, Northern Mariana Islands"
1995-08-16T23:10:23.980Z,-5.771,154.347,33,7.2,usp00071xh,"Bougainville region, Papua New Guinea"
1995-08-16T10:27:28.630Z,-5.799,154.178,30.1,7.7,usp00071w4,"Bougainville region, Papua New Guinea"
1995-07-30T05:11:23.630Z,-23.34,-70.294,45.6,8,usp000714t,"Antofagasta, Chile"
1995-07-03T19:50:50.620Z,-29.211,-177.589,35.3,7.2,usp000702z,"Kermadec Islands, New Zealand"
1995-05-27T13:03:52.650Z,52.629,142.827,11,7.1,usp0006y50,"Sakhalin, Russia"
1995-05-16T20:12:44.220Z,-23.008,169.9,20.2,7.7,usp0006xg1,southeast of the Loyalty Islands
1995-05-05T03:53:45.050Z,12.626,125.297,16,7.1,usp0006ww5,"Samar, Philippines"
1995-04-21T00:34:46.090Z,12.059,125.58,20.7,7.2,usp0006vz9,"Samar, Philippines"
1995-04-07T22:06:56.890Z,-15.199,-173.529,21.2,7.4,usp0006vb3,Tonga
1995-02-05T22:51:05.140Z,-37.759,178.752,21.1,7.1,usp0006sef,off the east coast of the North Island of New Zealand
1995-01-06T22:37:34.320Z,40.246,142.175,26.9,7,usp0006qyz,"near the east coast of Honshu, Japan"
1994-12-28T12:19:23.030Z,40.525,143.419,26.5,7.8,usp0006qh3,"off the east coast of Honshu, Japan"
1994-11-14T19:15:30.660Z,13.525,121.067,31.5,7.1,usp0006nn2,"Mindoro, Philippines"
1994-10-09T07:55:39.580Z,43.905,147.916,33,7.3,usp0006ku9,Kuril Islands
1994-10-04T13:22:55.840Z,43.773,147.321,14,8.3,usp0006kdp,Kuril Islands
1994-09-01T15:15:53.200Z,40.406,-125.648,9.881,7,ci3182936,"119km W of Ferndale, California"
1994-07-21T18:36:31.740Z,42.34,132.865,471.4,7.3,usp0006fyv,"Primor'ye, Russia"
1994-07-13T02:35:56.020Z,-16.62,167.518,33,7.2,usp0006fjg,Vanuatu
1994-06-09T00:33:16.230Z,-13.841,-67.553,631.3,8.2,usp0006dzc,"La Paz, Bolivia"
1994-06-02T18:17:34.020Z,-10.477,112.835,18.4,7.8,usp0006djk,"south of Java, Indonesia"
1994-03-14T04:30:15.750Z,-1.278,-23.569,10,7,usp00069pg,central Mid-Atlantic Ridge
1994-03-09T23:28:06.780Z,-18.039,-178.413,562.5,7.6,usp00069fm,Fiji region
1994-02-12T17:58:23.990Z,-20.553,169.361,27.7,7,usp00068eg,Vanuatu
1994-01-21T02:24:29.960Z,1.015,127.733,19.9,7,usp0006744,"Halmahera, Indonesia"
1993-12-29T07:48:14.200Z,-20.23,169.789,33,7,usp00065sh,Vanuatu
1993-11-13T01:18:04.180Z,51.934,158.647,34,7,usp00063mj,"near the east coast of the Kamchatka Peninsula, Russia"
1993-09-10T19:12:54.620Z,14.717,-92.645,34.1,7.2,usp0006030,"offshore Chiapas, Mexico"
1993-08-10T00:51:53.250Z,-45.277,166.927,28.1,7,usp0005y7g,off the west coast of the South Island of New Zealand
1993-08-09T12:42:48.190Z,36.379,70.868,214.5,7,usp0005y6k,"Hindu Kush region, Afghanistan"
1993-08-08T08:34:24.930Z,12.982,144.801,59.3,7.8,usp0005y3k,Guam region
1993-07-12T13:17:11.960Z,42.851,139.197,16.7,7.7,usp0005w12,"Hokkaido, Japan region"
1993-06-08T13:03:36.480Z,51.218,157.829,70.6,7.5,usp0005u7b,"near the east coast of the Kamchatka Peninsula, Russia"
1993-05-24T23:51:28.240Z,-22.671,-66.543,221,7,usp0005te6,"Jujuy, Argentina"
1993-05-11T18:26:51.320Z,7.219,126.57,58.7,7,usp0005sm4,"Mindanao, Philippines"
1993-03-06T03:05:49.870Z,-10.972,164.181,20.4,7.1,usp0005p26,Santa Cruz Islands region
1993-01-15T11:06:05.950Z,43.3,143.691,102.2,7.6,usp0005ktj,"Hokkaido, Japan region"
1992-12-20T20:52:47.280Z,-6.582,130.393,77.7,7.3,usp0005jjt,Banda Sea
1992-12-12T05:29:26.350Z,-8.48,121.896,27.7,7.8,usp0005j5a,"Flores region, Indonesia"
1992-10-18T15:11:59.110Z,7.075,-76.862,10,7.2,usp0005fha,northern Colombia
1992-10-11T19:24:26.290Z,-19.247,168.948,129,7.4,usp0005f79,Vanuatu
1992-09-02T00:16:01.690Z,11.742,-87.34,44.8,7.7,usp0005ddn,near the coast of Nicaragua
1992-08-19T02:04:37.410Z,42.142,73.575,27.4,7.3,usp0005cq0,Kyrgyzstan
1992-07-11T10:44:19.760Z,-22.483,-178.413,377.2,7.2,usp0005ap1,south of the Fiji Islands
1992-06-28T11:57:34.130Z,34.2,-116.437,-0.097,7.3,ci3031111,"10km N of Yucca Valley, CA"
1992-05-27T05:13:38.810Z,-11.122,165.239,18.8,7,usp000585d,Santa Cruz Islands
1992-05-17T10:15:31.310Z,7.191,126.762,33,7.3,usp00057gv,"Mindanao, Philippines"
1992-05-17T09:49:19.110Z,7.239,126.645,32.8,7.1,usp00057gu,"Mindanao, Philippines"
1992-05-15T07:05:05.340Z,-6.075,147.572,58,7.2,usp00057d0,"eastern New Guinea region, Papua New Guinea"
1992-04-25T18:06:04.200Z,40.368,-124.316,14.881,7.1,ci2048554,"23km SW of Rio Dell, California"
1992-04-25T18:06:04.000Z,40.37,-124.32,15,7.2,gcmtc042592e,Northern California
1991-12-27T04:05:58.240Z,-56.032,-25.266,10,7.2,usp000510y,South Sandwich Islands region
1991-12-22T08:43:13.410Z,45.533,151.021,24.7,7.6,usp00050sq,Kuril Islands
1991-11-19T22:28:51.090Z,4.554,-77.442,21.3,7.2,usp0004zbt,near the west coast of Colombia
1991-10-14T15:58:12.790Z,-9.094,158.442,23.4,7.2,usp0004xtq,Solomon Islands
1991-09-30T00:21:46.410Z,-20.878,-178.591,566.4,7,usp0004x7f,Fiji region
1991-08-17T22:17:14.680Z,41.821,-125.397,13.5,7.1,usp0004vh7,offshore Northern California
1991-07-06T12:19:49.560Z,-13.108,-72.187,104.5,7,usp0004tuc,central Peru
1991-06-23T21:22:28.940Z,-26.802,-63.349,558,7.3,usp0004taw,"Santiago Del Estero, Argentina"
1991-06-20T05:18:52.510Z,1.196,122.787,31.4,7.5,usp0004t6g,"Minahasa, Sulawesi, Indonesia"
1991-06-09T07:45:02.130Z,-20.252,-176.218,265.5,7,usp0004sq2,Fiji region
1991-05-30T13:17:41.970Z,54.567,-161.606,28.4,7,usp0004s9h,Alaska Peninsula
1991-05-19T00:58:01.730Z,1.156,122.957,33,7,usp0004ru5,"Minahasa, Sulawesi, Indonesia"
1991-04-29T09:12:48.100Z,42.453,43.673,17.2,7,usp0004qza,Georgia (Sak'art'velo)
1991-04-22T21:56:51.820Z,9.685,-83.073,10,7.6,usp0004qpg,Costa Rica
1991-04-05T04:19:49.520Z,-5.982,-77.094,19.8,7.1,usp0004pyn,northern Peru
1991-02-18T02:37:25.120Z,8.87,126.48,23.9,7,usp0004n2a,"Mindanao, Philippines"
1991-01-05T14:57:11.590Z,23.613,95.901,19.7,7,usp0004k8g,Myanmar
1990-12-30T19:14:18.930Z,-5.097,150.967,178.6,7.5,usp0004k00,"New Britain region, Papua New Guinea"
1990-11-06T20:14:29.740Z,53.452,169.871,24.8,7.1,usp0004gkj,"Komandorskiye Ostrova, Russia region"
1990-10-17T14:30:13.160Z,-10.97,-70.776,598.8,7,usp0004fv5,Peru-Brazil border region
1990-08-12T21:25:21.950Z,-19.435,169.132,140.4,7.1,usp0004dad,Vanuatu
1990-07-27T12:37:59.550Z,-15.355,167.464,125.7,7.2,usp0004cm6,Vanuatu
1990-07-16T07:26:34.610Z,15.679,121.172,25.1,7.7,usp0004bxs,"Luzon, Philippines"
1990-06-20T21:00:09.980Z,36.957,49.409,18.5,7.4,usp0004arq,northern Iran
1990-06-14T07:40:56.210Z,11.76,121.899,18.1,7.1,usp0004ag6,"Panay, Philippines"
1990-05-30T10:40:06.140Z,45.841,26.668,89.3,7,usp00049yk,Romania
1990-05-24T20:09:23.240Z,-7.363,120.363,588.9,7.1,usp00049qg,Flores Sea
1990-05-24T20:00:08.190Z,5.358,31.848,16,7.1,usp00049qe,Sudan
1990-05-20T02:22:01.620Z,5.121,32.145,14.9,7.2,usp00049hf,Sudan
1990-05-12T04:50:08.710Z,49.037,141.847,605.7,7.2,usp000496v,"Tatar Strait, Russia"
1990-04-18T13:39:19.010Z,1.186,122.857,25.7,7.8,usp000482z,"Minahasa, Sulawesi, Indonesia"
1990-04-05T21:12:35.550Z,15.125,147.596,11.4,7.6,usp00047gj,Mariana Islands region
1990-03-25T13:22:55.600Z,9.919,-84.808,22.2,7.3,usp0004720,Costa Rica
1990-03-05T16:38:12.570Z,-18.318,168.063,20.7,7.1,usp000467e,Vanuatu
1990-03-03T12:16:27.960Z,-22.122,175.163,33.2,7.6,usp000464d,south of the Fiji Islands
1989-12-15T18:43:45.030Z,8.337,126.729,24.4,7.6,usp000433j,"Mindanao, Philippines"
1989-12-07T13:38:44.850Z,-6.436,146.383,104.4,7.1,usp00042ug,"eastern New Guinea region, Papua New Guinea"
1989-11-01T18:25:34.940Z,39.837,142.76,28.6,7.4,usp00041kg,"near the east coast of Honshu, Japan"
1989-10-18T00:04:15.240Z,37.036,-121.883,18.5,7.2,usp00040t8,Northern California
1989-09-04T13:14:58.250Z,55.543,-156.835,11.4,7.1,usp0003z7h,south of Alaska
1989-05-23T10:54:46.320Z,-52.341,160.568,10,8.2,usp0003vj7,Macquarie Island region
1989-05-14T00:59:50.450Z,-30.523,-178.414,43.8,7,usp0003v79,"Kermadec Islands, New Zealand"
1989-05-05T18:28:39.450Z,-8.281,-71.381,593.4,7.1,usp0003uxu,"Acre, Brazil"
1989-02-10T11:15:24.680Z,2.305,126.76,44,7.1,usp0003rqq,Molucca Sea
1988-11-06T13:03:19.340Z,22.789,99.611,17.8,7.7,usp0003nks,Myanmar-China border region
1988-10-08T04:46:24.530Z,-18.771,-172.415,35.2,7.1,usp0003mmh,Tonga region
1988-08-10T04:38:26.170Z,-10.366,160.819,34,7.6,usp0003jtm,Solomon Islands
1988-08-06T00:36:24.650Z,25.149,95.127,90.5,7.3,usp0003jpw,Myanmar
1988-07-25T06:46:06.690Z,-6.081,133.667,27.7,7,usp0003j6r,"Kepulauan Aru region, Indonesia"
1988-07-23T15:17:08.180Z,-6.526,152.779,16.6,7,usp0003j4t,"New Britain region, Papua New Guinea"
1988-04-12T23:19:55.570Z,-17.192,-72.305,33.1,7.1,usp0003ezg,near the coast of southern Peru
1988-03-06T22:35:38.140Z,56.953,-143.032,10,7.8,usp0003dnb,Gulf of Alaska
1988-02-24T03:52:03.290Z,13.477,124.616,24.9,7.3,usp0003da3,"Catanduanes, Philippines"
1988-02-05T14:01:02.750Z,-24.753,-70.433,36.9,7.2,usp0003crv,"Antofagasta, Chile"
1988-01-19T07:30:31.860Z,-24.71,-70.568,33,7,usp0003c61,"Antofagasta, Chile"
1987-11-30T19:23:19.590Z,58.679,-142.786,10,7.9,usp0003aq8,Gulf of Alaska
1987-10-16T20:48:01.640Z,-6.266,149.06,47.8,7.4,usp00039av,"New Britain region, Papua New Guinea"
1987-10-12T13:57:04.790Z,-7.288,154.371,24.7,7,usp000396s,"Bougainville region, Papua New Guinea"
1987-10-06T04:19:06.080Z,-17.94,-172.225,16,7.3,usp000390n,Tonga region
1987-09-03T06:40:13.910Z,-58.893,158.513,33,7.4,usp000381s,Macquarie Island region
1987-08-08T15:48:56.750Z,-19.022,-69.991,69.7,7.2,usp00037c3,"Tarapaca, Chile"
1987-06-17T01:32:53.720Z,-5.577,130.791,67.3,7.1,usp00035ur,Banda Sea
1987-04-01T01:48:08.520Z,-22.767,-66.205,248.7,7,usp00033th,"Jujuy, Argentina"
1987-03-06T04:10:41.960Z,0.151,-77.821,10,7.2,usp000330w,Colombia-Ecuador border region
1987-03-05T10:55:12.350Z,-24.495,-70.701,34.8,7,usp0003308,"near the coast of Antofagasta, Chile"
1987-03-05T09:17:05.280Z,-24.388,-70.161,62.3,7.6,usp0003304,"Antofagasta, Chile"
1987-02-08T18:33:58.390Z,-6.088,147.689,54.9,7.4,usp000329h,"eastern New Guinea region, Papua New Guinea"
1987-01-30T22:29:42.090Z,-60.063,-26.916,47.6,7,usp000321p,South Sandwich Islands region
1986-11-14T21:20:10.550Z,23.901,121.574,33.8,7.4,usp0003009,Taiwan
1986-10-30T01:28:54.590Z,-21.702,-176.616,188.1,7.2,usp0002zgu,Fiji region
1986-10-20T06:46:09.980Z,-28.117,-176.367,29.1,7.7,usp0002z3j,Kermadec Islands region
1986-08-30T21:28:35.450Z,45.547,26.316,132.3,7.2,usp0002xpm,Romania
1986-08-14T19:39:13.670Z,1.795,126.519,33,7.5,usp0002x57,Molucca Sea
1986-06-24T03:11:30.930Z,-4.448,143.943,102.3,7.2,usp0002vbr,"New Guinea, Papua New Guinea"
1986-06-16T10:48:25.780Z,-22.037,-178.925,547,7.1,usp0002v3n,south of the Fiji Islands
1986-05-26T19:06:15.990Z,-20.19,178.86,538.3,7.1,usp0002uf4,south of the Fiji Islands
1986-05-07T22:47:10.870Z,51.52,-174.776,33,8,usp0002tmu,"Andreanof Islands, Aleutian Islands, Alaska"
1986-04-30T07:07:18.120Z,18.404,-102.973,26.5,7,usp0002tcb,"Michoacan, Mexico"
1986-01-15T20:17:42.710Z,-21.277,170.102,150,7.1,usp0002q31,southeast of the Loyalty Islands
1985-12-21T01:13:22.410Z,-13.966,166.516,43,7.1,usp0002p4n,Vanuatu
1985-11-28T03:49:54.150Z,-13.987,166.185,33,7,usp0002nae,Vanuatu
1985-11-28T02:25:42.340Z,-14.043,166.24,33,7,usp0002na9,Vanuatu
1985-11-17T09:40:21.290Z,-1.639,134.911,10,7.1,usp0002mvw,"near the north coast of Papua, Indonesia"
1985-09-21T01:37:13.470Z,17.802,-101.647,30.8,7.6,usp0002jyp,"Guerrero, Mexico"
1985-09-19T13:17:47.350Z,18.19,-102.533,27.9,8,usp0002jwe,"Michoacan, Mexico"
1985-08-23T12:41:56.160Z,39.431,75.224,6.8,7,usp0002j21,"southern Xinjiang, China"
1985-07-29T07:54:44.070Z,36.19,70.896,98.7,7.4,usp0002h5z,"Hindu Kush region, Afghanistan"
1985-07-03T04:36:51.730Z,-4.439,152.828,33,7.3,usp0002gc3,"New Britain region, Papua New Guinea"
1985-05-10T15:35:50.590Z,-5.599,151.045,26.7,7.2,usp0002en1,"New Britain region, Papua New Guinea"
1985-04-23T16:15:12.020Z,15.344,120.61,188.4,7,usp0002e2z,"Luzon, Philippines"
1985-04-13T03:00:06.780Z,1.622,126.411,50.7,7,usp0002drr,Molucca Sea
1985-04-09T01:56:59.480Z,-34.131,-71.618,37.8,7.2,usp0002dm4,"Libertador General Bernardo O'Higgins, Chile"
1985-03-04T00:32:21.870Z,-33.207,-71.663,33,7.4,usp0002cd3,"Valparaiso, Chile"
1985-03-03T22:47:07.280Z,-33.135,-71.871,33,8,usp0002ccz,"offshore Valparaiso, Chile"
1984-11-20T08:15:16.230Z,5.167,125.124,202.2,7.5,usp000297p,"Mindanao, Philippines"
1984-11-17T06:49:30.020Z,0.197,98.027,33,7.1,usp000294z,"Nias region, Indonesia"
1984-11-15T02:46:19.880Z,-22.022,170.95,104.7,7.1,usp000292p,southeast of the Loyalty Islands
1984-11-01T04:48:50.270Z,8.185,-38.794,10,7.1,usp00028pr,central Mid-Atlantic Ridge
1984-10-15T10:21:07.500Z,-15.86,-173.643,128.4,7.2,usp000286c,Tonga
1984-08-06T12:01:52.400Z,-0.086,122.517,242.3,7.4,usp000268f,"Sulawesi, Indonesia"
1984-05-30T07:49:43.660Z,-4.843,151.577,174.4,7.1,usp00024qw,"New Britain region, Papua New Guinea"
1984-03-24T09:44:02.600Z,44.117,148.192,44.4,7.2,usp00022y2,Kuril Islands
1984-03-19T20:28:38.240Z,40.32,63.35,14.5,7,usp00022s5,western Uzbekistan
1984-03-06T02:17:21.260Z,29.384,138.935,457.4,7.4,usp00022fa,"Izu Islands, Japan region"
1984-03-05T03:33:50.990Z,8.147,123.762,649.1,7.3,usp00022es,"Mindanao, Philippines"
1984-02-07T21:33:21.490Z,-10.012,160.469,18.1,7.6,usp00021u7,Solomon Islands
1984-01-08T15:24:13.560Z,-2.823,118.806,33,7,usp000213u,"Sulawesi, Indonesia"
1984-01-01T09:03:38.850Z,33.683,136.894,368.1,7.2,usp00020z7,"near the south coast of western Honshu, Japan"
1983-12-30T23:52:39.930Z,36.372,70.738,214.5,7.4,usp00020xw,"Hindu Kush region, Afghanistan"
1983-12-02T03:09:05.660Z,14.066,-91.924,67.1,7,usp000207b,offshore Guatemala
1983-11-30T17:46:00.670Z,-6.852,72.11,10,7.3,usp000205u,Chagos Archipelago region
1983-11-24T05:30:34.230Z,-7.481,128.168,178.5,7.3,usp000200r,"Kepulauan Barat Daya, Indonesia"
1983-10-22T04:21:35.010Z,-60.665,-25.451,24,7.2,usp0001z5e,South Sandwich Islands region
1983-10-04T18:52:13.300Z,-26.535,-70.563,14.8,7.4,usp0001ytj,"Atacama, Chile"
1983-08-17T10:55:54.130Z,55.867,161.287,62.6,7.1,usp0001xqy,"near the east coast of the Kamchatka Peninsula, Russia"
1983-05-26T02:59:59.600Z,40.462,139.102,23.7,7.4,usp0001vmy,"near the west coast of Honshu, Japan"
1983-04-18T10:58:51.260Z,27.793,62.054,64,7,usp0001uj8,Iran-Pakistan border region
1983-04-12T12:07:54.520Z,-4.843,-78.103,104.2,7,usp0001uct,Peru-Ecuador border region
1983-04-03T02:50:01.180Z,8.717,-83.123,37,7.1,usp0001u4p,Costa Rica
1983-03-18T09:05:50.000Z,-4.883,153.581,88.8,7.6,usp0001tr1,"New Ireland region, Papua New Guinea"
1983-01-26T16:02:21.350Z,-30.383,-179.339,238,7,usp0001smj,Kermadec Islands region
1983-01-17T12:41:29.700Z,38.026,20.228,14.3,7,usp0001sa1,Greece
1982-12-19T17:43:54.850Z,-24.133,-175.864,33,7.2,usp0001rj6,south of Tonga
1982-08-05T20:32:52.950Z,-12.597,165.931,30.7,7,usp0001nvd,Santa Cruz Islands
1982-07-23T14:23:53.570Z,36.194,141.702,36.6,7.1,usp0001nkk,"near the east coast of Honshu, Japan"
1982-07-07T10:43:03.740Z,-51.225,160.513,10,7,usp0001nap,north of Macquarie Island
1982-07-04T01:20:06.800Z,27.929,136.967,536,7.1,usp0001n8w,"west of the Bonin Islands, Japan"
1982-06-07T10:59:40.160Z,16.558,-98.358,33.8,7,usp0001mrg,"Guerrero, Mexico"
1982-01-11T06:10:06.490Z,13.752,124.358,45.7,7.1,usp0001hze,"Catanduanes, Philippines"
1981-12-26T17:05:32.520Z,-29.934,-177.741,33,7.1,usp0001hp7,"Kermadec Islands, New Zealand"
1981-12-19T14:10:50.720Z,39.243,25.227,10,7.2,usp0001hgc,Aegean Sea
1981-10-25T03:22:15.570Z,18.048,-102.084,33,7.3,usp0001gnv,"Guerrero, Mexico"
1981-10-16T03:25:42.220Z,-33.134,-73.074,33,7.2,usp0001gg1,"off the coast of Valparaiso, Chile"
1981-09-01T09:29:31.540Z,-14.96,-173.085,25,7.7,usp0001fkx,Samoa Islands region
1981-07-28T17:22:24.620Z,30.013,57.794,33,7.1,usp0001ezf,eastern Iran
1981-07-15T07:59:08.470Z,-17.26,167.601,30,7,usp0001eq4,Vanuatu
1981-07-06T03:08:24.180Z,-22.293,171.742,33,7,usp0001ej2,southeast of the Loyalty Islands
1981-05-25T05:25:14.460Z,-48.786,164.357,33,7.6,usp0001dv1,off the west coast of the South Island of New Zealand
